orderId,sourceId,sku,name,qtyBox,qtyPcs,destLoc,trip,expDate,ean
lotte202606230623-2029,A22B1445-0,XYZ0002,報表-會計部,35,35,,6/23-2,2028/10/17,
lotte202606230623-3027,A22A1315-0,XYZ0002,報表-會計部,35,35,,6/23-3,2028/10/17,
lotte202606230623-3028,A22B1505-0,XYZ0002,報表-會計部,35,35,,6/23-3,2028/10/17,
lotte202606230623-3029,A22B1545-0,XYZ0002,報表-會計部,35,35,,6/23-3,2028/10/17,
lotte202606230623-3030,A17A0653-0,XYZ0002,報表-會計部,41,41,,6/23-3,2023/01/06,
lotte202606230623-2030,A17B1306-0,XYZ0003,報表-管理部,10,10,,6/23-2,2028/10/17,
lotte202606230623-2031,T08A0012-0,XYZ0003,報表-管理部,10,10,,6/23-2,2030/09/11,
lotte202606230623-2032,C11B0204-0,XYZ0004,報表-行銷部,3,3,,6/23-2,2026/02/03,
lotte202606230623-2033,B03B0922-0,XYZ9001,西式信封-(大)4K,7,7,,6/23-2,2028/10/17,8801062219834
lotte202606230623-2034,T08B0083-0,XYZ9003,西式信封-(小)新12K,1,1020,,6/23-2,2034/02/27,8801062311071
lotte202606230623-2035,A17A1533-0,XYZ9004,樂天紅色手提袋-白牛大袋,10,2120,,6/23-2,2031/05/18,
